"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","PBtotal","PBtype"
"194",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","95","Allowances         ","U",2011,"Total",669203,NA
"195",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","100","Separation Pay     ","U",2011,"Total",141558,NA
"196",2013,"3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax   ","U",2011,"Total",675949,NA
"197",2013,"3500F","Military Personnel, Air Force","AF","03","Pay and Allowances of Cadets/Midshipmen","110","Academy Cadets ","U",2011,"Total",74765,NA
"198",2013,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2011,"Total",949211,NA
"199",2013,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"Total",238178,NA
"200",2013,"3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"Total",34,NA
"201",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel ","U",2011,"Total",79160,NA
"202",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel ","U",2011,"Total",62607,NA
"203",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","135","Operational Travel  ","U",2011,"Total",311955,NA
"204",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","140","Rotational Travel  ","U",2011,"Total",531294,NA
"205",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel ","U",2011,"Total",156545,NA
"206",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2011,"Total",31198,NA
"207",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage ","U",2011,"Total",40042,NA
"208",2013,"3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense ","U",2011,"Total",29728,NA
"209",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2011,"Total",133,NA
"210",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2011,"Total",3258,NA
"211",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"Total",18900,NA
"212",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"Total",114053,NA
"213",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2011,"Total",2048,NA
"214",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits ","U",2011,"Total",403,NA
"215",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2011,"Total",483,NA
"216",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2011,"Total",6306,NA
"217",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2011,"Total",1906,NA
"218",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2011,"Total",66714,NA
"219",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2011,"Total",36672,NA
"220",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","U",2011,"Total",15732,NA
"221",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2011,"Total",14021,NA
"222",2013,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2011,"Total",0,NA
"223",2013,"3500F","Military Personnel, Air Force","","","Less Reimbursables","","Less Reimbursables","U",2011,"Total",-417563,NA
"224",2013,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","01","Pay and Allowances of Officers","300","Air Force","U",2011,"Total",367713,NA
"225",2013,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","02","Pay and Allowances of Enlisted","300","Air Force","U",2011,"Total",1494852,NA
"226",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Total",650280,NA
"227",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2011,"Total",93270,NA
"228",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","30","Pay Group F Training  (Recruits)","U",2011,"Total",69197,NA
"229",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"Total",58,NA
"230",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","60","Mobilization Training","U",2011,"Total",466,NA
"231",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","70","School Training","U",2011,"Total",142178,NA
"232",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","80","Special Training","U",2011,"Total",286386,NA
"233",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","90","Administration and Support","U",2011,"Total",356935,NA
"234",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","U",2011,"Total",21666,NA
"235",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","120","Health Profession Scholarship","U",2011,"Total",50106,NA
"236",2013,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","U",2011,"Total",3277,NA
"237",2013,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","01","Unit & Individual Training","300","Reserve Personnel, Air Force","U",2011,"Total",240044,NA
"238",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2011,"Total",894233,NA
"239",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","30","Pay Group F Training  (Recruits)","U",2011,"Total",118581,NA
"240",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","40","Pay Group P Training  (Pipeline Recruits)","U",2011,"Total",6034,NA
"241",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","70","School Training","U",2011,"Total",220185,NA
"242",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","80","Special Training","U",2011,"Total",250666,NA
"243",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","90","Administration and Support","U",2011,"Total",1612614,NA
"244",2013,"3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","U",2011,"Total",32095,NA
"245",2013,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","01","Unit & Individual Training","300","National Guard Personnel, Air Force","U",2011,"Total",387082,NA
"246",2013,NA,NA,NA,NA,NA,NA,NA,NA,2011,"Total",NA,NA
"247",2013,"Military Personnel, Army FY 2012 OCO reflects anticipated reprogramming between budget activities.",NA,NA,NA,NA,NA,NA,NA,2011,"Total",NA,NA
"248",2013,"FY 2013 MERHFC accounts assume savings from enactment of TRICARE legislative proposals.",NA,NA,NA,NA,NA,NA,NA,2011,"Total",NA,NA
"249",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","5","Basic Pay","U",2012,"Base",NA,6666255
"250",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","10","Retired Pay Accrual","U",2012,"Base",NA,2259337
"251",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","25","Basic Allowance for Housing","U",2012,"Base",NA,1965588
"252",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","30","Basic Allowance for Subsistence","U",2012,"Base",NA,263635
"253",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","35","Incentive Pays     ","U",2012,"Base",NA,101439
"254",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","40","Special Pays       ","U",2012,"Base",NA,332009
"255",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","45","Allowances          ","U",2012,"Base",NA,223563
"256",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","50","Separation Pay      ","U",2012,"Base",NA,70065
"257",2013,"2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","55","Social Security Tax  ","U",2012,"Base",NA,506972
"258",2013,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","60","Basic Pay ","U",2012,"Base",NA,14085964
"259",2013,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","65","Retired Pay Accrual ","U",2012,"Base",NA,4780393
"260",2013,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","80","Basic Allowance for Housing","U",2012,"Base",NA,4863201
"261",2013,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","85","Incentive Pays     ","U",2012,"Base",NA,106737
"262",2013,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","90","Special Pays       ","U",2012,"Base",NA,730630
"263",2013,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","95","Allowances         ","U",2012,"Base",NA,776190
"264",2013,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","100","Separation Pay     ","U",2012,"Base",NA,266792
"265",2013,"2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","105","Social Security Tax   ","U",2012,"Base",NA,1077576
"266",2013,"2010A","Military Personnel, Army","ARMY","03","Pay and Allowances of Cadets/Midshipmen","110","Academy Cadets ","U",2012,"Base",NA,76314
"267",2013,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","U",2012,"Base",NA,1320077
"268",2013,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind ","U",2012,"Base",NA,769808
"269",2013,"2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2012,"Base",NA,1848
"270",2013,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","125","Accession Travel ","U",2012,"Base",NA,188521
"271",2013,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","130","Training Travel ","U",2012,"Base",NA,163735
"272",2013,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","135","Operational Travel  ","U",2012,"Base",NA,496699
"273",2013,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","140","Rotational Travel  ","U",2012,"Base",NA,702391
"274",2013,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","145","Separation Travel ","U",2012,"Base",NA,206156
"275",2013,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","150","Travel of Organized Units","U",2012,"Base",NA,13160
"276",2013,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","155","Non-Temporary Storage ","U",2012,"Base",NA,9951
"277",2013,"2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense ","U",2012,"Base",NA,70712
"278",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","U",2012,"Base",NA,1429
"279",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","U",2012,"Base",NA,648
"280",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2012,"Base",NA,65100
"281",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2012,"Base",NA,206569
"282",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits ","U",2012,"Base",NA,12845
"283",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2012,"Base",NA,430
"284",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2012,"Base",NA,9848
"285",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","U",2012,"Base",NA,0
"286",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2012,"Base",NA,422
"287",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2012,"Base",NA,0
"288",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2012,"Base",NA,113125
"289",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","U",2012,"Base",NA,36401
"290",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Traumatic Injury Protection Coverage (T-SGLI)","U",2012,"Base",NA,0
"291",2013,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","221","Stop-Loss Retroactive Payments","U",2012,"Base",NA,0
