"","FY","VendorSize","Place","Area","CrisisFunding","Amount","Actions"
"1586",2016,"Large","Domestic","Products","Disaster",0.000176672360529558,16
"1587",2016,"Large","Domestic","Products","OCO",0.0100410976261391,31
"1588",2016,"Large","Domestic","Products","Residual",53.284412456392,1291234
"1589",2016,"Large","Domestic","Services","Disaster",0.140709491469341,1038
"1590",2016,"Large","Domestic","Services","OCO",0.132231672569723,41
"1591",2016,"Large","Domestic","Services","Residual",58.5449818506627,9152325
"1592",2016,"Large","Domestic","R&D","Disaster",0,3
"1593",2016,"Large","Domestic","R&D","Residual",18.5887195674545,12821
"1594",2016,"Large","Iraq","Products","Disaster",9.8118565805751e-06,1
"1595",2016,"Large","Iraq","Products","OCO",0.0038348789038175,11
"1596",2016,"Large","Iraq","Products","Residual",-0.00812637105847922,12
"1597",2016,"Large","Iraq","Services","OCO",0.00452935315946771,1
"1598",2016,"Large","Iraq","Services","Residual",0.131314650661175,93
"1599",2016,"Large","Iraq","R&D","Residual",0.0831305536429658,2
"1600",2016,"Large","Regional Support","Products","OCO",0.000136474293643684,1
"1601",2016,"Large","Regional Support","Products","Residual",0.526751413911836,2950
"1602",2016,"Large","Regional Support","Services","OCO",0.0433480052743321,53
"1603",2016,"Large","Regional Support","Services","Residual",0.532075018787866,303197
"1604",2016,"Large","Regional Support","R&D","Residual",-2.69858730429414e-05,1
"1605",2016,"Large","Rest of World","Products","OCO",0,1
"1606",2016,"Large","Rest of World","Products","Residual",1.6368582779006,21923
"1607",2016,"Large","Rest of World","Services","OCO",0.03722068125871,19
"1608",2016,"Large","Rest of World","Services","Residual",2.81790718318239,155252
"1609",2016,"Large","Rest of World","R&D","Residual",0.269471921309157,73
"1610",2016,"Medium","Afghanistan","Products","Disaster",9.17899183112801e-06,3
"1611",2016,"Medium","Afghanistan","Products","OCO",0.0181725097393445,285
"1612",2016,"Medium","Afghanistan","Products","Residual",0.161045932335265,1501
"1613",2016,"Medium","Afghanistan","Services","OCO",0.053287931151682,44839
"1614",2016,"Medium","Afghanistan","Services","Residual",1.17669065590406,871
"1615",2016,"Medium","Afghanistan","R&D","Residual",-0.0018384887773,6
"1616",2016,"Medium","Domestic","Products","Disaster",0.00144055325020698,45
"1617",2016,"Medium","Domestic","Products","OCO",0.0350911209671232,65
"1618",2016,"Medium","Domestic","Products","Residual",24.597943088055,2047715
"1619",2016,"Medium","Domestic","Services","Disaster",0.111918339973999,284
"1620",2016,"Medium","Domestic","Services","OCO",0.0383857532410557,80
"1621",2016,"Medium","Domestic","Services","Residual",56.5975904027448,2922984
"1622",2016,"Medium","Domestic","R&D","Disaster",0.00810621362643581,6
"1623",2016,"Medium","Domestic","R&D","OCO",6.77410578322905e-05,4
"1624",2016,"Medium","Domestic","R&D","Residual",13.4747221821421,27129
"1625",2016,"Medium","Iraq","Products","Disaster",0.000190251111499624,8
"1626",2016,"Medium","Iraq","Products","OCO",0.0514720736923923,385
"1627",2016,"Medium","Iraq","Products","Residual",0.0126145690567488,126
"1628",2016,"Medium","Iraq","Services","Disaster",0.000374902699865681,2
"1629",2016,"Medium","Iraq","Services","OCO",0.194983256672235,858
"1630",2016,"Medium","Iraq","Services","Residual",0.450964079179057,302
"1631",2016,"Medium","Iraq","R&D","OCO",0.020233846721133,6
"1632",2016,"Medium","Iraq","R&D","Residual",0.000780285165598565,4
"1633",2016,"Medium","Regional Support","Products","Disaster",4.05030515712879e-06,1
"1634",2016,"Medium","Regional Support","Products","OCO",0.0026760089198764,30
"1635",2016,"Medium","Regional Support","Products","Residual",0.0635797589074558,1933
"1636",2016,"Medium","Regional Support","Services","OCO",0.00945431416987245,78
"1637",2016,"Medium","Regional Support","Services","Residual",1.46592772257167,616147
"1638",2016,"Medium","Regional Support","R&D","Residual",0.0122032472706317,16
"1639",2016,"Medium","Rest of World","Products","Disaster",8.97789763427199e-06,2
"1640",2016,"Medium","Rest of World","Products","OCO",0.0225784307175422,128
"1641",2016,"Medium","Rest of World","Products","Residual",2.44259874679799,94182
"1642",2016,"Medium","Rest of World","Services","Disaster",4.31598456551395e-05,4
"1643",2016,"Medium","Rest of World","Services","OCO",0.027592990016694,244
"1644",2016,"Medium","Rest of World","Services","Residual",8.72554397602208,231740
"1645",2016,"Medium","Rest of World","R&D","Residual",0.23736178360288,569
"1646",2016,"Small","Afghanistan","Products","Disaster",0,1
"1647",2016,"Small","Afghanistan","Products","OCO",0.00710737203904771,208
"1648",2016,"Small","Afghanistan","Products","Residual",0.00474381814067635,126
"1649",2016,"Small","Afghanistan","Services","OCO",0.132354443007301,1989
"1650",2016,"Small","Afghanistan","Services","Residual",0.205770400855914,231
"1651",2016,"Small","Afghanistan","R&D","Residual",0.0039009300707912,7
"1652",2016,"Small","Domestic","Products","Disaster",0.00146982236140934,99
"1653",2016,"Small","Domestic","Products","OCO",0.0273723522776889,194
"1654",2016,"Small","Domestic","Products","Residual",25.8911988210923,1712334
"1655",2016,"Small","Domestic","Services","Disaster",0.0499216713174262,471
"1656",2016,"Small","Domestic","Services","OCO",0.041453060742185,120
"1657",2016,"Small","Domestic","Services","Residual",63.2183503017119,733279
"1658",2016,"Small","Domestic","R&D","Disaster",0.000374457149639827,2
"1659",2016,"Small","Domestic","R&D","OCO",0.000959948707008699,7
"1660",2016,"Small","Domestic","R&D","Residual",6.02412907531673,24248
"1661",2016,"Small","Iraq","Products","Disaster",0,2
"1662",2016,"Small","Iraq","Products","OCO",0.00702340370422057,63
"1663",2016,"Small","Iraq","Products","Residual",0.00121011869178214,33
"1664",2016,"Small","Iraq","Services","OCO",0.00907318561054065,11
"1665",2016,"Small","Iraq","Services","Residual",0.120354889754769,89
"1666",2016,"Small","Iraq","R&D","Residual",-0.00027534881280151,1
"1667",2016,"Small","Regional Support","Products","Disaster",1.84130186601722e-05,2
"1668",2016,"Small","Regional Support","Products","OCO",0.000156310218914501,8
"1669",2016,"Small","Regional Support","Products","Residual",0.014089022918828,211
"1670",2016,"Small","Regional Support","Services","OCO",0.00274176337287295,79
"1671",2016,"Small","Regional Support","Services","Residual",0.116058364111206,1843
"1672",2016,"Small","Regional Support","R&D","Residual",0.000287424360458944,2
"1673",2016,"Small","Rest of World","Products","Disaster",1.97443989970913e-05,1
"1674",2016,"Small","Rest of World","Products","OCO",0.00113932638615883,28
"1675",2016,"Small","Rest of World","Products","Residual",0.375741456197396,4124
"1676",2016,"Small","Rest of World","Services","OCO",0.00185400141095871,107
"1677",2016,"Small","Rest of World","Services","Residual",0.945267037423988,11018
"1678",2016,"Small","Rest of World","R&D","Residual",0.0342219996340197,72
