fiscal_year,ContractingCustomer,ContractingSubCustomer,MajorCommandID,ContractingOfficeID,ContractingOfficeName,IsOCOcrisisFunding,obligatedAmount,numberOfActions
2002,Defense,Air Force,ORG-2825,GJ80,WARNER ROBINS ALC/LJK,NULL,9967035.0000,28
2002,Defense,Air Force,ORG-2825,GM14,AAC/YAK,NULL,424629725.0000,74
2002,Defense,Air Force,ORG-2825,GM20,DET 8 AFRL/PKO,NULL,57658602.0000,232
2002,Defense,Air Force,ORG-2825,GM200,DOD/DEPARTMENT OF THE AIR FORCE,NULL,912411.0000,1
2002,Defense,Air Force,ORG-2825,GQ03,AFRL/IFKRE,NULL,116519598.0000,325
2002,Defense,Air Force,ORG-2825,GR16,AFRL/MLKH HUMAN EFFECTIVENESS BR,NULL,59406691.0000,208
2002,Defense,Air Force,ORG-2825,GU300,DOD/DEPARTMENT OF THE AIR FORCE,NULL,245900000.0000,1
2002,Defense,Air Force,ORG-2825,GV55,ESC/TNK,NULL,187558.0000,2
2002,Defense,Air Force,ORG-2825,GV68,ESC/ACK,NULL,154434675.0000,221
2002,Defense,Air Force,ORG-2825,GY03,AEDC/PKP R&D CONTRACTS,NULL,8624309.0000,33
2002,Defense,Air Force,ORG-2834,CA090,DOD/DEPARTMENT OF THE AIR FORCE,NULL,3406303.0000,4
2002,Defense,Air Force,ORG-2834,CA110,DOD/DEPARTMENT OF THE AIR FORCE,NULL,0.0000,0
2002,Defense,Air Force,ORG-2834,GZ24,SMC/PKB,NULL,2520000.0000,5
2002,Defense,Air Force,ORG-2837,DA17,"700 CONS/LGC  ROB, GERMANY",1,1685838.0000,1
2002,Defense,Air Force,ORG-2838,MA04,439 LSS/LGC,NULL,19377260.0000,78
2002,Defense,Air Force,ORG-2843,JA350,DOD/DEPARTMENT OF THE AIR FORCE,NULL,0.0000,0
2002,Defense,Army,ORG-2849,JN01,U.S. SOUTHERN COMMAND,NULL,2340122.0000,34
2002,Defense,Army,ORG-2854,BT39,U.S. ARMY FIELD ARTILLERY CENTER,NULL,75059075.0000,664
2002,Defense,Army,ORG-2855,JA22,WIESBADEN REGIONAL CONTRNG. CTR.,NULL,479692321.0401,1243
2002,Defense,Army,ORG-2869,HA02,USPFO FOR ARIZONA,NULL,9080536.0000,63
2002,Defense,Army,ORG-2869,HA04,USPFO FOR CALIFORNIA,NULL,48091128.0000,301
2002,Defense,Army,ORG-2869,HA07,USPFO FOR DELAWARE,NULL,3155042.0000,143
2002,Defense,Army,ORG-2869,HA13,"USPFO FOR IOWA, CAMP DODGE",NULL,31492211.0000,144
2002,Defense,Army,ORG-2869,HA22,USPFO FOR MISSISSIPPI,NULL,71165763.0000,1525
2002,Defense,Army,ORG-2869,HA25,USPFO FOR NEBRASKA,NULL,18270237.0000,111
2002,Defense,Army,ORG-2869,HA30,USPFO FOR NEW YORK,NULL,52406466.0000,171
2002,Defense,Army,ORG-2869,HA45,USPFO FOR WASHINGTON,NULL,10522173.0000,98
2002,Defense,Army,ORG-2872,CA25,"USA ENGINEER DISTRICT, ROCK",NULL,1341258.0000,47
2002,Defense,Army,ORG-2872,CA35,USA ENGINEER DISTRICT DETROIT,NULL,760706.0000,12
2001,Defense,Navy,ORG-2936,AA427,NAVAL AIR SYSTEMS COMMAND,NULL,460059901.0000,13
2001,Defense,Navy,ORG-2936,AC514,NAVAL AIR SYSTEMS COMMAND,NULL,65524076.0000,15
2001,Defense,Navy,ORG-2936,AC521,NAVAL AIR SYSTEMS COMMAND,NULL,34028608.0000,26
2001,Defense,Navy,ORG-2936,AC522,NAVAL AIR SYSTEMS COMMAND,NULL,104397777.0000,24
2001,Defense,Navy,ORG-2936,AC528,NAVAL AIR SYSTEMS COMMAND,NULL,55370852.0000,23
2001,Defense,Navy,ORG-2936,AC5G1,NAVAL AIR SYSTEMS COMMAND,NULL,343251754.0000,39
2001,Defense,Navy,ORG-2936,AD000,NAVAL AIR SYSTEMS COMMAND,NULL,63690204.0000,152
2001,Defense,Navy,ORG-2936,AT711,NAVAL AIR SYSTEMS COMMAND,NULL,62420644.0000,14
2001,Defense,Navy,ORG-2936,AT717,NAVAL AIR SYSTEMS COMMAND,NULL,82753290.0000,25
2001,Defense,Navy,ORG-2936,AT718,NAVAL AIR SYSTEMS COMMAND,NULL,189267861.0000,18
2001,Defense,Navy,ORG-2936,AT723,NAVAL AIR SYSTEMS COMMAND,NULL,1699407.0000,2
2001,Defense,Navy,ORG-2937,JA103,NAVAL INVENTORY CONTROL POINT,NULL,365372013.0000,683
2001,Defense,Navy,ORG-2937,JA10E,NAVAL INVENTORY CONTROL POINT,NULL,44901245.0000,104
2001,Defense,Navy,ORG-2937,JA116,NAVAL INVENTORY CONTROL POINT,NULL,49541931.0000,594
2001,Defense,Navy,ORG-2937,NJ10A,NAVAL REGIONAL CONTRACTING CENTE,NULL,40374237.0000,84
2001,Defense,Navy,ORG-2937,NJ20A,NAVAL REGIONAL CONTRACTING CENTE,NULL,10996634.0000,39
2001,Defense,Navy,ORG-2937,NJ20C,NAVAL REGIONAL CONTRACTING CENTE,NULL,306944.0000,7
2001,Defense,Navy,ORG-2937,NJ40B,NAVAL REGIONAL CONTRACTING CENTE,NULL,184428.0000,6
2001,Defense,Navy,ORG-2937,NJ40C,NAVAL REGIONAL CONTRACTING CENTE,NULL,1206635.0000,25
2001,Defense,Navy,ORG-2937,QK601,NAVAL RESERVE OFFICERS TRAINING,NULL,469502.0000,5
2001,Defense,Navy,ORG-2937,RA00C,NAVAL WEAPONS STATION,NULL,3080901.0000,21
2001,Defense,Navy,ORG-2937,RA11H,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,273909727.0000,306
2001,Defense,Navy,ORG-2937,RK606,NAVAL RESERVE OFFICERS TRAINING,NULL,316839.0000,1
2001,Defense,Navy,ORG-2937,RN200,NAVAL MEDICAL LOGISTICS COMMAND,NULL,111964465.0000,719
2001,Defense,Navy,ORG-2937,RX522,US NAVAL ACADEMY,NULL,8069744.0000,152
2001,Defense,Navy,ORG-2937,TK695,NAVAL EDUCATION & TRNG PROFESSIO,NULL,22202659.0000,241
2001,Defense,Navy,ORG-2937,TK765,NAVAL RESERVE OFFICERS TRAINING,NULL,400176.0000,4
2001,Defense,Navy,ORG-2937,TX30A,NAVAL OCEANOGRAPHIC OFFICE,NULL,45376774.0000,218
2001,Defense,Navy,ORG-2937,WA40A,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,3794134.0000,66
2001,Defense,Navy,ORG-2937,WA50K,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,93976566.0000,155
2001,Defense,Navy,ORG-2937,WH724,"US PACIFIC COMMAND, HEADQUARTERS",NULL,512754.0000,13
2001,Defense,Navy,ORG-2937,WK644,NAVAL RESERVE OFFICERS TRAINING,NULL,559969.0000,2
2001,Defense,Navy,ORG-2939,G0333,MILITARY SEALIFT COMMAND,NULL,482932886.0000,151
2001,Defense,Navy,ORG-2939,G0633,MILITARY SEALIFT COMMAND,NULL,240979716.0000,178
2001,Defense,Navy,ORG-2939,G1979,MILITARY SEALIFT COMMMAND,NULL,52730566.0000,250
2001,Defense,Navy,ORG-2939,G1980,MSC NAVY FLEET AUXILIARY FORCE P,NULL,31632359.0000,431
2001,Defense,Navy,ORG-2940,C7408,NAVAL FACILITIES ENGINEERING COM,NULL,193823899.4702,806
2001,Defense,Navy,ORG-2941,BS793,SUPERVISOR SHIPBUILDING CONVERSI,NULL,62151702.0000,260
2001,Defense,Navy,ORG-2941,BW10C,"NAVAL SURFACE WARFARE CENTER, DA",NULL,174472490.1096,511
2001,Defense,Navy,ORG-2941,BW12P,"NAVAL SURFACE WARFARE CENTER, DD",NULL,-36191.0000,1
2001,Defense,Navy,ORG-2943,F0169,MARINE CORPS AIR STATION,NULL,585809.0000,11
2001,Defense,Navy,ORG-2943,F2204,MARINE CORPS LOGISTICS BASE,NULL,7751452.0000,71
2001,Defense,Navy,ORG-2943,F2974,U.S. MARINE CORPS AIR STATION YU,NULL,2086031.0000,27
2001,Defense,Navy,ORG-2943,F6744,U.S. MARINE CORPS FINANCE CENTER,NULL,1462004.0000,26
2001,Defense,Navy,ORG-2944,D0221,SPACE AND NAVAL WARFARE SYSTEMS,NULL,125230523.0000,159
2001,Defense,Navy,ORG-2944,D0231,SPACE AND NAVAL WARFARE SYSTEMS,NULL,161774075.0000,207
2001,Defense,Navy,ORG-2944,D710F,SPACE AND NAVAL WARFARE SYSTEMS,NULL,74328069.0000,431
2001,Defense,Navy,ORG-2944,D710H,SPACE AND NAVAL WARFARE SYSTEMS,NULL,42422437.0000,235
2001,Defense,Navy,ORG-2944,D710K,SPACE AND NAVAL WARFARE SYSTEMS,NULL,8772922.0000,44
2001,Defense,Navy,ORG-2944,D920B,NAVAL COMMAND CONTROL & OCEAN SU,NULL,145545761.0000,1095
2001,Defense,Navy,ORG-2945,E3410,NAVAL RESEARCH LABORATORY,NULL,19446518.0000,301
2001,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,NULL,NULL,NULL,NULL,11375000.0000,78
2001,Other Agencies,CORPORATION FOR NATIONAL AND COMMUNITY SERVICE,NULL,NULL,NULL,NULL,1660000.0000,9
2001,Other Agencies,Exec Office,NULL,NULL,NULL,NULL,27772000.0000,205
2001,Other Agencies,FEDERAL ELECTION COMMISSION,NULL,NULL,NULL,NULL,1234000.0000,18
2001,Other Agencies,NATIONAL SCIENCE FOUNDATION,NULL,NULL,NULL,NULL,172103415.0000,315
2001,Other Agencies,SMITHSONIAN INSTITUTION,NULL,NULL,NULL,NULL,156891903.6523,510
2002,Defense,Navy,ORG-2937,JA125,NAVAL INVENTORY CONTROL POINT,NULL,20681784.0000,325
2002,Defense,Navy,ORG-2937,MA40L,FISC JACKSONVILLE FL CHARLESTON,NULL,5113719.0000,67
2002,Defense,Navy,ORG-2937,MA40M,FISC JACKSONVILLE FL MAYPORT DET,NULL,3895693.0000,63
2002,Defense,Navy,ORG-2937,NJ30B,NAVAL REGIONAL CONTRACTING CENTE,NULL,2271188.0000,17
2002,Defense,Navy,ORG-2937,NJ40C,NAVAL REGIONAL CONTRACTING CENTE,NULL,2978778.0000,63
2002,Defense,Navy,ORG-2937,RA10B,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,82711587.0000,375
2002,Defense,Navy,ORG-2937,RA11N,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,46820783.0000,147
2002,Defense,Navy,ORG-2937,TG755,ATLANTIC FLEET WEAPONS TRAINING,NULL,56454.0000,1
2002,Defense,Navy,ORG-2937,TK619,NAVAL RESERVE OFFICERS TRAINING,NULL,519999.0000,1
2002,Defense,Navy,ORG-2937,TK90A,PENSACOLA FL,NULL,40000.0000,1
2002,Defense,Navy,ORG-2937,TL515,NAVAL SUPPORT ACTIVITY,NULL,10688111.0000,48
2002,Defense,Navy,ORG-2937,TX810,"HUMAN RESOURCES SVC CTR SE, STEN",NULL,255859.0000,1
2002,Defense,Navy,ORG-2937,UA10D,U.S. FLEET & INDUSTRIAL SUPPLY C,NULL,15435506.0000,100
2002,Defense,Navy,ORG-2937,UN600,NAVAL HOSPITAL,NULL,549605.0000,10
2002,Defense,Navy,ORG-2937,VK706,NAVAL RESERVE OFFICERS TRAINING,NULL,-33369.0000,2
2002,Defense,Navy,ORG-2937,WA30F,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,87058403.0000,385
2002,Defense,Navy,ORG-2939,G0733,MILITARY SEALIFT COMMAND,NULL,30544070.3095,217
2002,Defense,Navy,ORG-2939,G1980,MSC NAVY FLEET AUXILIARY FORCE P,NULL,31168386.0000,716
2002,Defense,Navy,ORG-2940,C2472,NAVAL FACILITIES ENGINEERING COM,1,1351067.0000,1
2002,Defense,Navy,ORG-2941,BS670,SUPERVISOR SHIPBUILDING CONVERSI,NULL,86491824.0000,979
2002,Defense,Navy,ORG-2941,BS792,SUPERVISOR SHIPBUILDING CONVERSI,NULL,73880059.0000,713
2002,Defense,Navy,ORG-2941,BW12P,"NAVAL SURFACE WARFARE CENTER, DD",NULL,35000.0000,1
2002,Defense,Navy,ORG-2943,F0169,MARINE CORPS AIR STATION,NULL,1086233.0000,20
2002,Defense,Navy,ORG-2943,F0263,MARINE CORPS RECRUIT DEPOT,NULL,6834448.0000,78
2002,Defense,Navy,ORG-2943,F7004,MARINE CORPS LOGISTICS BASE,0,-2140.0000,1
2002,Defense,Navy,ORG-2944,D710D,SPACE AND NAVAL WARFARE SYSTEMS,NULL,2886047.0000,28
2002,Defense,Navy,ORG-2944,D710G,SPACE AND NAVAL WARFARE SYSTEMS,NULL,72137997.0000,516
2002,Defense,Navy,ORG-2944,D910B,NAVAL COMMAND CONTROL & OCEAN SU,NULL,751380146.2810,3444
2002,Defense,Navy,ORG-2945,E3230,NAVAL RESEARCH LABORATORY,1,78565.0000,3
2002,Defense,Navy,ORG-2945,E614A,"OFFICE OF NAVAL RESEARCH, HEADQU",NULL,44295239.0000,7
2002,Defense,Other DoD,NULL,NULL,NULL,NULL,7149343294.1747,20904
2002,DHS,FEMA,NULL,NULL,NULL,NULL,306198710.0000,1575
2002,Other Agencies,Agriculture,NULL,NULL,NULL,NULL,3781976532.1446,19265
2002,Other Agencies,All other Customers,NULL,NULL,NULL,NULL,580652199.8855,4215
2002,Other Agencies,EQUAL EMPLOYMENT OPPORTUNITY COMMISSION,NULL,NULL,NULL,NULL,34730118.0000,286
2002,Other Agencies,NATIONAL TRANSPORTATION SAFETY BOARD,NULL,NULL,NULL,NULL,2997604.7998,23
2002,State and IAP,NULL,NULL,NULL,NULL,NULL,245000.0000,13
2003,Defense,NULL,NULL,NULL,NULL,NULL,0.0000,0
2003,Defense,Air Force,ORG-2825,GE40,OO-ALC/PKI/LIK,NULL,270065215.0000,513
2003,Defense,Air Force,ORG-2825,GE55,OO-ALC/PKME/LMKE,NULL,870995816.0000,161
2003,Defense,Air Force,ORG-2825,GE75,OO-ALC/PKHC/LHKC,NULL,282002743.0000,749
2003,Defense,Air Force,ORG-2825,GG01,38 LS/LGC,NULL,107310490.0000,305
2003,Defense,Air Force,ORG-2825,GJ05,WR-ALC/LRK,NULL,834551677.6768,718
2003,Defense,Air Force,ORG-2825,GJ20,WR-ALC/PKO,NULL,212555871.1367,1071
2003,Defense,Air Force,ORG-2825,GJ80,WARNER ROBINS ALC/LJK,NULL,6371183.0000,21
2003,Defense,Air Force,ORG-2825,GM11,AAC/YHK,NULL,243126463.0000,57
2003,Defense,Air Force,ORG-2825,GM13,AAC/YVK,NULL,228921894.0000,69
2003,Defense,Air Force,ORG-2825,GR03,AFRL/SNKR ATR/RF SENSORS BRANCH,NULL,77221399.0000,307
2003,Defense,Air Force,ORG-2825,GR05,AFRL/VAK AIR VEHICLES CONTRACTNG,NULL,82549259.0000,299
2003,Defense,Air Force,ORG-2825,GR07,AFRL/MLKM METALS CONTRACTING BRN,NULL,62337240.0000,369
2003,Defense,Air Force,ORG-2825,GU94,ASC/PKW,NULL,139058221.0000,1147
2003,Defense,Air Force,ORG-2825,GV38,ESC/MAK,NULL,75564001.0000,6
2003,Defense,Air Force,ORG-2825,GV47,ESC/JSK,NULL,499041671.0000,166
2003,Defense,Air Force,ORG-2825,GV68,ESC/ACK,1,92668.0000,1
2003,Defense,Air Force,ORG-2825,GV70,"MSG/PK  BLDG 262, ROOM C022",NULL,237306544.0000,746
2003,Defense,Air Force,ORG-2825,GW06,HSW/PKOM,NULL,24509782.0000,136
2003,Defense,Air Force,ORG-2834,CA03,21 CONS/LGC,NULL,292299550.0625,871
2003,Defense,Air Force,ORG-2834,CA11,50 CONS/LGCW,1,1580400.0000,1
2003,Defense,Air Force,ORG-2834,CA150,DOD/DEPARTMENT OF THE AIR FORCE,NULL,15442.0000,1
2002,Defense,Army,ORG-2872,CA67,"USA ENGINEER DISTRICT, SEATTLE",NULL,226040747.0000,926
2002,Defense,Army,ORG-2872,CA81,"USA ENGINEER DISTRICT, FAR EAST",NULL,343524550.0000,523
2002,Defense,Army,ORG-2877,AB17,USA COMMUNICATIONS-ELECTRONICS,NULL,29299357.0000,377
2002,Defense,Army,ORG-2877,AB18,USA COMMUNICATIONS-ELECTRONICS,NULL,59014657.0000,372
2002,Defense,Army,ORG-2877,AD13,USA MATERIEL COMMAND ACQUISITION,NULL,416169378.0000,1146
2002,Defense,Army,ORG-2878,TM07,US ARMY ROBERT MORRIS ACQUISITIO,NULL,95510448.0000,928
2002,Defense,MilitaryHealth,NULL,NULL,NULL,NULL,4183715787.0000,377
2002,Defense,Navy,NULL,NULL,NULL,0,107813.0000,2
2002,Defense,Navy,ORG-2936,A8103,"NAVAL AIR WARFARE CENTER, AIRCRA",NULL,127882731.0000,406
2002,Defense,Navy,ORG-2936,A8304,NAVAL AIR WARFARE CENTER TRAININ,NULL,212632105.0000,263
2002,Defense,Navy,ORG-2936,AA424,NAVAL AIR SYSTEMS COMMAND,NULL,54008037.0000,5
2002,Defense,Navy,ORG-2936,AA4M0,NAVAL AIR SYSTEMS COMMAND,NULL,1928533405.0000,32
2002,Defense,Navy,ORG-2936,AT711,NAVAL AIR SYSTEMS COMMAND,NULL,315984254.0000,44
2002,Defense,Navy,ORG-2936,AT717,NAVAL AIR SYSTEMS COMMAND,NULL,33657447.2734,46
2002,Defense,Navy,ORG-2937,JA101,NAVAL INVENTORY CONTROL POINT,NULL,214981502.0000,357
2002,Defense,Navy,ORG-2937,JA111,NAVAL INVENTORY CONTROL POINT,NULL,75336306.9004,797
2002,Defense,Navy,ORG-2937,JA124,NAVAL INVENTORY CONTROL POINT,NULL,24473172.0000,259
2002,Defense,Navy,ORG-2937,MA30A,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,56507.0000,1
2002,Defense,Navy,ORG-2937,NJ20C,NAVAL REGIONAL CONTRACTING CENTE,NULL,99900.0000,1
2002,Defense,Navy,ORG-2937,NN500,NAVAL MEDICAL RESEARCH UNIT NO.,NULL,220584.0000,5
2002,Defense,Navy,ORG-2937,NN700,US NAVAL HOSPITAL SIGONELLA,NULL,112775.0000,3
2002,Defense,Navy,ORG-2937,RA10A,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,161290943.5000,812
2002,Defense,Navy,ORG-2937,RA10F,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,34422.0000,1
2002,Defense,Navy,ORG-2937,RA11M,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,75752115.0000,202
2002,Defense,Navy,ORG-2937,RN400,DOD/DEPARTMENT OF THE NAVY,NULL,0.0000,0
2002,Defense,Navy,ORG-2937,RX223,NAVAL COMPUTER & TELECOMMUNICATI,NULL,260002.0000,2
2002,Defense,Navy,ORG-2937,TK695,NAVAL EDUCATION & TRNG PROFESSIO,NULL,23614605.0000,274
2002,Defense,Navy,ORG-2937,TK722,NAVAL AIR STATION,NULL,7226651.0000,73
2002,Defense,Navy,ORG-2937,TK765,NAVAL RESERVE OFFICERS TRAINING,NULL,152049.0000,2
2002,Defense,Navy,ORG-2937,TX30A,NAVAL OCEANOGRAPHIC OFFICE,NULL,52510057.0000,277
2002,Defense,Navy,ORG-2937,UH30B,NAVAL REGIONAL CONTRACTING CENTE,NULL,5065872.0000,70
2002,Defense,Navy,ORG-2937,WA30K,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,1144817.0000,17
2002,Defense,Navy,ORG-2937,WA50K,FLEET & INDUSTRIAL SUPPLY CENTER,NULL,55516163.0000,209
2002,Defense,Navy,ORG-2937,WH724,"US PACIFIC COMMAND, HEADQUARTERS",NULL,210094.0000,5
2002,Defense,Navy,ORG-2937,WK211,NAVAL RESERVE OFFICERS TRAINING,NULL,340382.0000,2
2002,Defense,Navy,ORG-2939,G0633,MILITARY SEALIFT COMMAND,NULL,284971612.0000,252
2002,Defense,Navy,ORG-2939,G2404,MILITARY SEALIFT COMMAND,NULL,17797912.0000,65
2002,Defense,Navy,ORG-2940,C2472,NAVAL FACILITIES ENGINEERING COM,NULL,397832275.0000,6709
2002,Defense,Navy,ORG-2940,C2477,NAVAL FACILITIES ENGINEERING COM,1,0.0000,1
2002,Defense,Navy,ORG-2941,BS793,SUPERVISOR SHIPBUILDING CONVERSI,NULL,88682603.0000,344
2002,Defense,Navy,ORG-2941,BW10A,"NAVAL SURFACE WARFARE CENTER, DA",NULL,22243104.0000,49
2002,Defense,Navy,ORG-2941,BW12B,"NAVAL SURFACE WARFARE CENTER, DD",NULL,62057523.0000,306
2002,Defense,Navy,ORG-2941,BZ002,NAVAL SEA SYSTEMS COMMAND,NULL,7653938177.0000,581
2002,Defense,Navy,ORG-2943,F2204,MARINE CORPS LOGISTICS BASE,NULL,10846884.0000,92
2002,Defense,Navy,ORG-2943,F6744,U.S. MARINE CORPS FINANCE CENTER,NULL,1967089.0000,26
2002,Defense,Navy,ORG-2943,F7399,MARINE CORPS AIR GROUND COMBAT C,NULL,8757710.0000,67
2002,Defense,Navy,ORG-2943,F7400,MARINE CORPS CAMP BUTLER OKINAWA,NULL,18906596.0000,184
2002,Defense,Navy,ORG-2944,D0221,SPACE AND NAVAL WARFARE SYSTEMS,NULL,287012391.0000,257
2002,Defense,Navy,ORG-2944,D0231,SPACE AND NAVAL WARFARE SYSTEMS,NULL,22735127.0000,31
2002,Defense,Navy,ORG-2944,D710F,SPACE AND NAVAL WARFARE SYSTEMS,NULL,87180377.0000,476
2002,Defense,Navy,ORG-2944,D710H,SPACE AND NAVAL WARFARE SYSTEMS,NULL,40834630.0000,290
2002,Defense,Navy,ORG-2944,D710K,SPACE AND NAVAL WARFARE SYSTEMS,NULL,8051759.0000,33
2002,Defense,Navy,ORG-2944,D910K,SPACE & NAVAL WARFARE SYSTEMS,NULL,11408947.0000,68
2002,Defense,Navy,ORG-2944,D920B,NAVAL COMMAND CONTROL & OCEAN SU,NULL,133611957.2000,1015
2002,Defense,Other DoD,NULL,NULL,NULL,1,12951959.0000,6
2002,DHS,CBP,NULL,NULL,NULL,NULL,0.0000,0
2002,Other Agencies,BROADCASTING BOARD OF GOVERNORS,NULL,NULL,NULL,NULL,86732712.6230,663
2002,Other Agencies,FEDERAL ELECTION COMMISSION,NULL,NULL,NULL,NULL,1939000.0000,20
2002,Defense,Navy,ORG-2937,WK644,NAVAL RESERVE OFFICERS TRAINING,NULL,619141.0000,2
2002,Defense,Navy,ORG-2939,G0333,MILITARY SEALIFT COMMAND,NULL,575116246.0000,201
2002,Defense,Navy,ORG-2939,G0433,MILITARY SEALIFT COMMAND,NULL,11568655.0000,20
2002,Defense,Navy,ORG-2940,C2836,FAR EAST CONTRACTS OFFICE,NULL,169583604.0000,7284
2002,Defense,Navy,ORG-2940,C3191,NAVAL FACILITIES ENGINEERING COM,NULL,124906436.2500,2947
2002,Defense,Navy,ORG-2940,C7408,NAVAL FACILITIES ENGINEERING COM,NULL,213552119.2998,1647
2002,Defense,Navy,ORG-2941,BS786,SUPERVISOR SHIPBUILDING CONVERSI,NULL,74985744.0000,492
2002,Defense,Navy,ORG-2941,BS789,SUPERVISOR SHIPBUILDING CONVERSI,NULL,89708040.0000,142
2002,Defense,Navy,ORG-2941,BS958,SUPERVISOR SHIPBUILDING CONVERSI,NULL,24687066.0000,217
2002,Defense,Navy,ORG-2941,BW10C,"NAVAL SURFACE WARFARE CENTER, DA",NULL,190453441.2579,841
2002,Defense,Navy,ORG-2941,BW14A,"NAVAL SURFACE WARFARE CENTER, IN",NULL,253658965.0000,1148
2002,Defense,Navy,ORG-2943,F0681,U.S. MARINE CORPS,NULL,142225451.0000,350
2002,Defense,Navy,ORG-2943,F2613,MARINE CORPS AIR STATION,NULL,70749.0000,2
2002,Defense,Navy,ORG-2944,D0223,SPACE AND NAVAL WARFARE SYSTEMS,NULL,306159912.0000,344
2002,Defense,Navy,ORG-2944,D910E,SPACE & NAVAL WARFARE SYSTEMS,NULL,1745671.0000,21
2002,Defense,Navy,ORG-2945,E3410,NAVAL RESEARCH LABORATORY,NULL,21877871.0000,346
2002,Defense,Navy,ORG-2945,E612B,OFFICE OF NAVAL RESEARCH,NULL,76650.0000,1
2002,GSA,GSA,NULL,NULL,NULL,0,113084.2500,4
2002,Other Agencies,Archives,NULL,NULL,NULL,NULL,104828590.6061,315
2002,Other Agencies,COMMODITY FUTURES TRADING COMMISSION,NULL,NULL,NULL,NULL,2713687.9609,34
2002,Other Agencies,Interior,NULL,NULL,NULL,NULL,2252215861.3872,19022
2002,Other Agencies,NATIONAL ENDOWMENT FOR THE HUMANITIES,NULL,NULL,NULL,NULL,448000.0000,3
2002,Other Agencies,NATIONAL GALLERY OF ART,NULL,NULL,NULL,NULL,8018925.0000,36
2002,Other Agencies,NATIONAL MEDIATION BOARD,NULL,NULL,NULL,NULL,1783000.0000,186
2002,Other Agencies,NATIONAL SCIENCE FOUNDATION,NULL,NULL,NULL,NULL,188518286.3809,345
2002,State and IAP,State,NULL,NULL,NULL,NULL,2652499891.5572,9660
2003,Defense,Air Force,NULL,NULL,NULL,1,32968404.0000,74
2003,Defense,Air Force,ORG-2825,GC20,ASC/PKWO,NULL,273972917.0000,1593
2003,Defense,Air Force,ORG-2825,GE70,OO-ALC/PKHS/LHKS,NULL,27804705.0000,69
2003,Defense,Air Force,ORG-2825,GJ00,WARNER ROBBINS ALC/LNK,NULL,406580936.0000,507
2003,Defense,Air Force,ORG-2825,GP03,AFFTC/PKRA R&D CONTRACTS FTC,NULL,73223699.0000,201
2003,Defense,Air Force,ORG-2825,GR070,DOD/DEPARTMENT OF THE AIR FORCE,NULL,375000.0000,1
2003,Defense,Air Force,ORG-2825,GR08,AFRL/MLKN NONMETALS CONTRACTING,NULL,52184932.0000,298
2003,Defense,Air Force,ORG-2825,GU11,ASC/VXK,NULL,195352856.0000,89
2003,Defense,Air Force,ORG-2825,GU25,ASC/FBH,NULL,64212635.0000,19
2003,Defense,Air Force,ORG-2825,GU54,ASC/SMKN,NULL,25239658.0000,27
2003,Defense,Air Force,ORG-2825,GU57,ASC/LPK  BLDG 28 ROOM 207,NULL,702680761.0000,141
2003,Defense,Air Force,ORG-2825,GU86,ASC/YWK,NULL,483441603.0000,162
2003,Defense,Air Force,ORG-2825,GV01,ESC/PK  ELECTRONICS SYSTEM CTR,NULL,1251594.0000,27
2003,Defense,Air Force,ORG-2825,GV58,ESC/DIK,NULL,733172015.0000,170
2003,Defense,Air Force,ORG-2825,GV63,ESC/DIGK,NULL,194066639.0000,159
2003,Defense,Air Force,ORG-2825,GV65,ESC/FD,NULL,288032561.0000,126
2003,Defense,Air Force,ORG-2825,GV80,ESC/CXK,NULL,38116287.0000,85
2003,Defense,Air Force,ORG-2825,GV90,SSG/PK,NULL,417789565.0000,1430
2003,Defense,Air Force,ORG-2825,GW03,HSW/PKR,NULL,75010767.0000,249
2003,Defense,Air Force,ORG-2825,GY01,AEDC/PK  ENGINEERING DEVELOPMENT,NULL,4500.0000,1
2003,Defense,Air Force,ORG-2834,CA16,341 CONS/LGC,NULL,50806855.0000,429
2003,Defense,Air Force,ORG-2834,CA17,821SPTS/LGC,NULL,33467194.0000,208
2003,Defense,Air Force,ORG-2834,CZ04,SMC/PKR LOS ANGELES AFB,NULL,694354757.0000,276
2003,Defense,Air Force,ORG-2834,CZ30,SMC/MR,NULL,25978912.0000,3
2003,Defense,Air Force,ORG-2834,CZ74,SMC/PKV LOS ANGELES AFB,NULL,67328542.0000,65
2003,Defense,Air Force,ORG-2835,AC28,366 CONS/CC,NULL,50625212.0000,373
2003,Defense,Air Force,ORG-2835,AC31,55 CONS/CC,NULL,240575784.0000,736
2003,Defense,Air Force,ORG-2835,AC38,HQ USCENTAF/LGC,1,92976269.0000,128
2003,Defense,Air Force,ORG-2835,AC46,668 LS/ILC,1,65352.0000,1
