"","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","IncludeInTOA","IncludeInTOA","Classified","variable","value"
"187","3500F","Military Personnel, Air Force","AF","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Y","U","Add/.Non-Add","Add"
"188","3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Y","U","Add/.Non-Add","Add"
"189","3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Y","U","Add/.Non-Add","Add"
"190","3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Y","U","Add/.Non-Add","Add"
"191","3500F","Military Personnel, Air Force","AF","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Y","U","Add/.Non-Add","Add"
"192","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","125","Accession Travel","Y","Y","U","Add/.Non-Add","Add"
"193","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","130","Training Travel","Y","Y","U","Add/.Non-Add","Add"
"194","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","135","Operational Travel","Y","Y","U","Add/.Non-Add","Add"
"195","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Y","U","Add/.Non-Add","Add"
"196","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","145","Separation Travel","Y","Y","U","Add/.Non-Add","Add"
"197","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Y","U","Add/.Non-Add","Add"
"198","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Y","U","Add/.Non-Add","Add"
"199","3500F","Military Personnel, Air Force","AF","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Y","U","Add/.Non-Add","Add"
"200","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Y","U","Add/.Non-Add","Add"
"201","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Y","U","Add/.Non-Add","Add"
"202","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities","Y","Y","U","Add/.Non-Add","Add"
"203","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Y","U","Add/.Non-Add","Add"
"204","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits","Y","Y","U","Add/.Non-Add","Add"
"205","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Y","U","Add/.Non-Add","Add"
"206","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Y","U","Add/.Non-Add","Add"
"207","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Y","U","Add/.Non-Add","Add"
"208","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Y","U","Add/.Non-Add","Add"
"209","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Y","U","Add/.Non-Add","Add"
"210","3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","Y","Y","U","Add/.Non-Add","Add"
"211","3500F","Military Personnel, Air Force","AF",NA,"Less Reimbursables",NA,"Less Reimbursables","N","N","U","Add/.Non-Add","Add"
"212","1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","01","Health Care Contribution - Officers","300","Air Force","Y","Y","U","Add/.Non-Add","Add"
"213","1007F","MEDICARE - Retiree Health Care Contribution, AF","AF","02","Health Care Contribution - Enlisted","300","Air Force","Y","Y","U","Add/.Non-Add","Add"
"214","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Y","U","Add/.Non-Add","Add"
"215","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Y","U","Add/.Non-Add","Add"
"216","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Y","U","Add/.Non-Add","Add"
"217","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Y","U","Add/.Non-Add","Add"
"218","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","060","Mobilization Training","Y","Y","U","Add/.Non-Add","Add"
"219","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Y","U","Add/.Non-Add","Add"
"220","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","Add/.Non-Add","Add"
"221","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Y","U","Add/.Non-Add","Add"
"222","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Y","U","Add/.Non-Add","Add"
"223","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","120","Health Profession Scholarship","Y","Y","U","Add/.Non-Add","Add"
"224","3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training and Support","130","Other Programs (Admin & Support)","Y","Y","U","Add/.Non-Add","Add"
"225","1008F","MEDICARE - Retiree Health Care Contribution, AF RES","AF","01","Health Care Contribution - Reserve Component","300","Reserve Personnel, Air Force","Y","Y","U","Add/.Non-Add","Add"
"226","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Y","U","Add/.Non-Add","Add"
"227","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Y","U","Add/.Non-Add","Add"
"228","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Y","U","Add/.Non-Add","Add"
"229","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","070","School Training","Y","Y","U","Add/.Non-Add","Add"
"230","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","Add/.Non-Add","Add"
"231","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","090","Administration and Support","Y","Y","U","Add/.Non-Add","Add"
"232","3850F","National Guard Personnel, Air Force","AF","01","Reserve Component Training and Support","100","Education Benefits","Y","Y","U","Add/.Non-Add","Add"
"233","1009F","MEDICARE - Retiree Health Care Contribution, AF GUARD","AF","01","Health Care Contribution - Reserve Component","300","National Guard Personnel, Air Force","Y","Y","U","Add/.Non-Add","Add"
"234","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","005","Basic Pay","Y","Y","U","FY.2015.(Base.&.OCO)","7358054"
"235","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","010","Retired Pay Accrual","Y","Y","U","FY.2015.(Base.&.OCO)","2325023"
"236","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","025","Basic Allowance for Housing","Y","Y","U","FY.2015.(Base.&.OCO)","2327937"
"237","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","030","Basic Allowance for Subsistence","Y","Y","U","FY.2015.(Base.&.OCO)","302358"
"238","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","035","Incentive Pays","Y","Y","U","FY.2015.(Base.&.OCO)","86092"
"239","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","040","Special Pays","Y","Y","U","FY.2015.(Base.&.OCO)","382835"
"240","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","045","Allowances","Y","Y","U","FY.2015.(Base.&.OCO)","211258"
"241","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","050","Separation Pay","Y","Y","U","FY.2015.(Base.&.OCO)","201573"
"242","2010A","Military Personnel, Army","ARMY","01","Pay and Allowances of Officers","055","Social Security Tax","Y","Y","U","FY.2015.(Base.&.OCO)","557102"
"243","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","060","Basic Pay","Y","Y","U","FY.2015.(Base.&.OCO)","13468680"
"244","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","065","Retired Pay Accrual","Y","Y","U","FY.2015.(Base.&.OCO)","4268144"
"245","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","080","Basic Allowance for Housing","Y","Y","U","FY.2015.(Base.&.OCO)","5045006"
"246","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","085","Incentive Pays","Y","Y","U","FY.2015.(Base.&.OCO)","96491"
"247","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","090","Special Pays","Y","Y","U","FY.2015.(Base.&.OCO)","481352"
"248","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","095","Allowances","Y","Y","U","FY.2015.(Base.&.OCO)","768230"
"249","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","100","Separation Pay","Y","Y","U","FY.2015.(Base.&.OCO)","569061"
"250","2010A","Military Personnel, Army","ARMY","02","Pay and Allowances of Enlisted","105","Social Security Tax","Y","Y","U","FY.2015.(Base.&.OCO)","1030178"
"251","2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets","110","Academy Cadets","Y","Y","U","FY.2015.(Base.&.OCO)","79236"
"252","2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","115","Basic Allowance for Subsistence","Y","Y","U","FY.2015.(Base.&.OCO)","1378310"
"253","2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","120","Subsistence-In-Kind","Y","Y","U","FY.2015.(Base.&.OCO)","809961"
"254","2010A","Military Personnel, Army","ARMY","04","Subsistence of Enlisted Personnel","121","Family Subsistence Supplemental Allowance","Y","Y","U","FY.2015.(Base.&.OCO)","841"
"255","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","125","Accession Travel","Y","Y","U","FY.2015.(Base.&.OCO)","144781"
"256","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","130","Training Travel","Y","Y","U","FY.2015.(Base.&.OCO)","147082"
"257","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","135","Operational Travel","Y","Y","U","FY.2015.(Base.&.OCO)","446983"
"258","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","140","Rotational Travel","Y","Y","U","FY.2015.(Base.&.OCO)","780205"
"259","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","145","Separation Travel","Y","Y","U","FY.2015.(Base.&.OCO)","300933"
"260","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","150","Travel of Organized Units","Y","Y","U","FY.2015.(Base.&.OCO)","4156"
"261","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","155","Non-Temporary Storage","Y","Y","U","FY.2015.(Base.&.OCO)","14853"
"262","2010A","Military Personnel, Army","ARMY","05","Permanent Change of Station Travel","160","Temporary Lodging Expense","Y","Y","U","FY.2015.(Base.&.OCO)","50235"
"263","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension of Military Deserters","Y","Y","U","FY.2015.(Base.&.OCO)","600"
"264","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest on Uniformed Services Savings","Y","Y","U","FY.2015.(Base.&.OCO)","2906"
"265","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities","Y","Y","U","FY.2015.(Base.&.OCO)","44492"
"266","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits","Y","Y","U","FY.2015.(Base.&.OCO)","277941"
"267","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits","Y","Y","U","FY.2015.(Base.&.OCO)","268"
"268","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses","Y","Y","U","FY.2015.(Base.&.OCO)","617"
"269","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy","Y","Y","U","FY.2015.(Base.&.OCO)","6043"
"270","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance","Y","Y","U","FY.2015.(Base.&.OCO)","293"
"271","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","Y","Y","U","FY.2015.(Base.&.OCO)","9706"
"272","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","Y","Y","U","FY.2015.(Base.&.OCO)","110219"
"273","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","Y","Y","U","FY.2015.(Base.&.OCO)","52723"
"274","2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","219","Traumatic Injury Protection Coverage (T-SGLI)","Y","Y","U","FY.2015.(Base.&.OCO)","3670"
"275","2010A","Military Personnel, Army","ARMY",NA,"Less Reimbursables",NA,"Less Reimbursables","N","N","U","FY.2015.(Base.&.OCO)","-286302"
"276","1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","01","Health Care Contribution - Officers","300","Military Personnel, Army","Y","Y","U","FY.2015.(Base.&.OCO)","390936"
"277","1004A","MEDICARE - Retiree Health Care Contribution, A","ARMY","02","Health Care Contribution - Enlisted","300","Military Personnel, Army","Y","Y","U","FY.2015.(Base.&.OCO)","1655931"
"278","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","010","Pay Group A Training  (15 Days & Drills 24/48)","Y","Y","U","FY.2015.(Base.&.OCO)","1489564"
"279","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","020","Pay Group B Training  (Backfill For Active Duty)","Y","Y","U","FY.2015.(Base.&.OCO)","39990"
"280","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","030","Pay Group F Training  (Recruits)","Y","Y","U","FY.2015.(Base.&.OCO)","199875"
"281","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","040","Pay Group P Training  (Pipeline Recruits)","Y","Y","U","FY.2015.(Base.&.OCO)","11926"
"282","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","060","Mobilization Training","Y","Y","U","FY.2015.(Base.&.OCO)","1809"
"283","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","070","School Training","Y","Y","U","FY.2015.(Base.&.OCO)","169289"
"284","2070A","Reserve Personnel, Army","ARMY","01","Reserve Component Training and Support","080","Special Training","Y","Y","U","FY.2015.(Base.&.OCO)","238609"
