"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","EnactedTotal","PBtotal","PBtype"
"117",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Training Buildings","Kalaeloa","Readiness Center Ph1","U","2012","AuthAmount","Base",NA,NA,33000
"118",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","Training Buildings","Normal","Readiness Center","U","2012","AuthAmount","Base",NA,NA,10000
"119",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Railroad Fac Other Than Tracks","Camp Atterbury","Railhead Expansion & Container Facility","U","2012","AuthAmount","Base",NA,NA,21000
"120",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Railroad Fac Other Than Tracks","Camp Atterbury","Deployment Processing Facility","U","2012","AuthAmount","Base",NA,NA,8900
"121",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Enlisted Personnel Unaccompanied Personnel Housing","Camp Atterbury","Operations Readiness Training Complex 1","U","2012","AuthAmount","Base",NA,NA,25000
"122",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Enlisted Personnel Unaccompanied Personnel Housing","Camp Atterbury","Operations Readiness Training Cmplx 2","U","2012","AuthAmount","Base",NA,NA,27000
"123",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Training Buildings","Indianapolis","JFHQ Add/Alt","U","2012","AuthAmount","Base",NA,NA,25700
"124",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","ME","MAINE","Training Buildings","Bangor","Readiness Center","U","2012","AuthAmount","Base",NA,NA,15600
"125",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","ME","MAINE","Training Buildings","Brunswick","Armed Forces Reserve Center","U","2012","AuthAmount","Base",NA,NA,23000
"126",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Training Buildings","Dundalk","Readiness Center Add/Alt","U","2012","AuthAmount","Base",NA,NA,16000
"127",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Training Buildings","Westminster","Readiness Center Add/Alt","U","2012","AuthAmount","Base",NA,NA,10400
"128",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Training Buildings","La Plata","Readiness Center","U","2012","AuthAmount","Base",NA,NA,9000
"129",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Training Buildings","Natick","Readiness Center","U","2012","AuthAmount","Base",NA,NA,9000
"130",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","Training Ranges","Camp Ripley","Multipurpose Machine Gun Range","U","2012","AuthAmount","Base",NA,NA,8400
"131",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","Enlisted Personnel Unaccompanied Personnel Housing","Camp Shelby","Troop Housing (ORTC) Ph1","U","2012","AuthAmount","Base",NA,NA,25000
"132",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","Airfield Operational Buildings","Camp Shelby","Deployment Processing Facility","U","2012","AuthAmount","Base",NA,NA,12600
"133",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","Enlisted Personnel Unaccompanied Personnel Housing","Camp Shelby","Operational Readiness Training Cmplx Ph1","U","2012","AuthAmount","Base",NA,NA,27000
"134",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NE","NEBRASKA","Training Buildings","Mead","Readiness Center","U","2012","AuthAmount","Base",NA,NA,9100
"135",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NE","NEBRASKA","Training Buildings","Grand Island","Readiness Center","U","2012","AuthAmount","Base",NA,NA,22000
"136",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NV","NEVADA","Tank and Automotive Maintenance Facilities","Las Vegas","Field Maintenance Shop","U","2012","AuthAmount","Base",NA,NA,23000
"137",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Aircraft Maintenance Facilities","Lakehurst","Army Aviation Suport Facility","U","2012","AuthAmount","Base",NA,NA,49000
"138",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","Training Buildings","Santa FE","Readiness Center Add/Alt","U","2012","AuthAmount","Base",NA,NA,5200
"139",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Greensboro","Readiness Center Add/Alt","U","2012","AuthAmount","Base",NA,NA,3700
"140",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Training Facilities Other Than Buildings","Camp Gruber","Upgrade-Combined Arms Collective Training Fac","U","2012","AuthAmount","Base",NA,NA,10361
"141",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Training Ranges","Camp Gruber","Live Fire Shoot House","U","2012","AuthAmount","Base",NA,NA,3000
"142",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OR","OREGON","Training Buildings","The Dalles","Readiness Center","U","2012","AuthAmount","Base",NA,NA,13800
"143",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Training Buildings","Allendale","Readiness Center Add/Alt","U","2012","AuthAmount","Base",NA,NA,4300
"144",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","Training Ranges","Camp Williams","Multi Purpose Machine Gun Range","U","2012","AuthAmount","Base",NA,NA,6500
"145",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Training Facilities Other Than Buildings","Fort Pickett","Combined Arms Collective Training Facility","U","2012","AuthAmount","Base",NA,NA,11000
"146",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WV","WEST VIRGINIA","Training Buildings","Buckhannon","Readiness Center Ph1","U","2012","AuthAmount","Base",NA,NA,10000
"147",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Aircraft Maintenance Facilities","Camp Williams","Tactical Unmanned Aircraft System Facility","U","2012","AuthAmount","Base",NA,NA,7000
"148",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WY","WYOMING","Training Buildings","Cheyenne","Readiness Center","U","2012","AuthAmount","Base",NA,NA,8900
"149",2014,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","Training Buildings","Fort Buchanan","Readiness Center","U","2012","AuthAmount","Base",NA,NA,57000
"150",2014,"2085A","2085","A","MILCON, ARNG","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2012","AuthAmount","Base",NA,NA,0
"151",2014,"2085A","2085","A","MILCON, ARNG","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","AuthAmount","Base",NA,NA,0
"152",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Ranges","Fort Hunter Liggett","Automated Multipurpose Machine Gun (MPMG)","U","2012","AuthAmount","Base",NA,NA,5200
"153",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","Training Buildings","Fort Collins","Army Reserve Center","U","2012","AuthAmount","Base",NA,NA,13600
"154",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","Training Buildings","Homewood","Army Reserve Center","U","2012","AuthAmount","Base",NA,NA,16000
"155",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","Training Buildings","Rockford","Army Reserve Center/Land","U","2012","AuthAmount","Base",NA,NA,12800
"156",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Training Buildings","Fort Benjamin Harrison","Army Reserve Center","U","2012","AuthAmount","Base",NA,NA,57000
"157",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Training Buildings","Kansas City","Army Reserve Center/Land","U","2012","AuthAmount","Base",NA,NA,13000
"158",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Training Buildings","Attleboro","Army Reserve Center/Land","U","2012","AuthAmount","Base",NA,NA,22000
"159",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","Training Buildings","Saint Joseph","Army Reserve Center","U","2012","AuthAmount","Base",NA,NA,11800
"160",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Training Buildings","St Charles","Army Reserve Center","U","2012","AuthAmount","Base",NA,NA,19000
"161",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Training Buildings","Schenectady","Army Reserve Center","U","2012","AuthAmount","Base",NA,NA,20000
"162",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Buildings","Greensboro","Army Reserve Center/Land","U","2012","AuthAmount","Base",NA,NA,19000
"163",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Training Buildings","Orangeburg","Army Reserve Center/Land","U","2012","AuthAmount","Base",NA,NA,12000
"164",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Airfield Operational Buildings","Fort Mccoy","Container Loading Facility","U","2012","AuthAmount","Base",NA,NA,5300
"165",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Training Ranges","Fort Mccoy","Modified Record Fire Known Distance Range","U","2012","AuthAmount","Base",NA,NA,5400
"166",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Training Ranges","Fort Mccoy","Automated Record Fire Range","U","2012","AuthAmount","Base",NA,NA,4600
"167",2014,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Training Buildings","Fort Mccoy","NCOA Phase III - Billeting","U","2012","AuthAmount","Base",NA,NA,12000
"168",2014,"2086A","2086","A","MILCON, Army R","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","Unspecified Minor Construction","U","2012","AuthAmount","Base",NA,NA,0
"169",2014,"2086A","2086","A","MILCON, Army R","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","Planning and Design","U","2012","AuthAmount","Base",NA,NA,0
"170",2014,"0720A","0720","A","Fam Hsg Con, Army","ARMY","01","FH NEWCONSTRUCT","GY","GERMANY","Fam Hsg Dewellings","Grafenwoehr","Family Housing New Construction    (26 units)","U","2012","AuthAmount","Base",NA,NA,13000
"171",2014,"0720A","0720","A","Fam Hsg Con, Army","ARMY","01","FH NEWCONSTRUCT","GY","GERMANY","Fam Hsg Dewellings","Illesheim","Family Housing Replacement Construc(80 units)","U","2012","AuthAmount","Base",NA,NA,41000
"172",2014,"0720A","0720","A","Fam Hsg Con, Army","ARMY","01","FH NEWCONSTRUCT","GY","GERMANY","Fam Hsg Dewellings","Vilseck","Family Housing New Construction    (22 units)","U","2012","AuthAmount","Base",NA,NA,12000
"173",2014,"0720A","0720","A","Fam Hsg Con, Army","ARMY","03","CONSTRUCTION IMPROVEMENTS","ZU","WORLDWIDE UNSPECIFIED","FH Post Acquisition Construction Improvements","Unspecified Worldwide Locations","Construction Improvements         (276 units)","U","2012","AuthAmount","Base",NA,NA,0
"174",2014,"0720A","0720","A","Fam Hsg Con, Army","ARMY","04","PLANNING & DESIGN","ZU","WORLDWIDE UNSPECIFIED","Fam Hsg Dewellings","Unspecified Worldwide Locations","Family Housing P&D","U","2012","AuthAmount","Base",NA,NA,0
"175",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","05","UTILITIES","ZU","WORLDWIDE UNSPECIFIED","FH Utilities Account","Unspecified Worldwide Locations","Utilities Account","U","2012","AuthAmount","Base",NA,NA,0
"176",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Services Account","Unspecified Worldwide Locations","Services Account","U","2012","AuthAmount","Base",NA,NA,0
"177",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Management Account","U","2012","AuthAmount","Base",NA,NA,0
"178",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Miscellaneous Account","Unspecified Worldwide Locations","Miscellaneous Account","U","2012","AuthAmount","Base",NA,NA,0
"179",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Furnishings Account","Unspecified Worldwide Locations","Furnishings Account","U","2012","AuthAmount","Base",NA,NA,0
"180",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","06","Operation","ZU","WORLDWIDE UNSPECIFIED","FH Management Account","Unspecified Worldwide Locations","Operations","U","2012","AuthAmount","Base",NA,NA,0
"181",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","07","LEASING","ZU","WORLDWIDE UNSPECIFIED","FH Leasing Account","Unspecified Worldwide Locations","Leasing","U","2012","AuthAmount","Base",NA,NA,0
"182",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","08","Maintenance","ZU","WORLDWIDE UNSPECIFIED","FH Maintenance Of Real Property","Unspecified Worldwide Locations","Maintenance of Real Property","U","2012","AuthAmount","Base",NA,NA,0
"183",2014,"0725A","0725","A","Fam Hsg O&M, Army","ARMY","12","HOUSING PVT  SUPPORT","ZU","WORLDWIDE UNSPECIFIED","FH Privatization Support","Unspecified Worldwide Locations","Privatization Support Costs","U","2012","AuthAmount","Base",NA,NA,0
"184",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-121: Fort Gillem, GA","U","2012","AuthAmount","Base",NA,NA,13716
"185",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-222: Fort Mcpherson, GA","U","2012","AuthAmount","Base",NA,NA,10694
"186",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Program Management Various Locations","U","2012","AuthAmount","Base",NA,NA,73374
"187",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-223: Fort Monmouth, NJ","U","2012","AuthAmount","Base",NA,NA,28681
"188",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-36: Red River Army Depot","U","2012","AuthAmount","Base",NA,NA,177
"189",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-113: Fort Monroe, VA","U","2012","AuthAmount","Base",NA,NA,13574
"190",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-233: RC Transformation In AL","U","2012","AuthAmount","Base",NA,NA,445
"191",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-247: RC Transformation In AZ","U","2012","AuthAmount","Base",NA,NA,101
"192",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-228: RC Transformation In AR","U","2012","AuthAmount","Base",NA,NA,186
"193",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-240: RC Transformation In CA","U","2012","AuthAmount","Base",NA,NA,146
"194",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-236: RC Transformation In CT","U","2012","AuthAmount","Base",NA,NA,53
"195",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-164: RC Transformation In DE","U","2012","AuthAmount","Base",NA,NA,36
"196",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-143: RC Transformation In GA","U","2012","AuthAmount","Base",NA,NA,31
"197",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-114: RC Transformation In HI","U","2012","AuthAmount","Base",NA,NA,193
"198",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-245: RC Transformation In IL","U","2012","AuthAmount","Base",NA,NA,68
"199",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-244: RC Transformation In IA","U","2012","AuthAmount","Base",NA,NA,133
"200",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-178: RC Transformation In LA","U","2012","AuthAmount","Base",NA,NA,48
"201",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-235: RC Transformation In MI","U","2012","AuthAmount","Base",NA,NA,45
"202",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","USA-251: RC Transformation In Mt","U","2012","AuthAmount","Base",NA,NA,105
"203",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Usa-76: Rc Transformation In Nj","U","2012","AuthAmount","Base",NA,NA,41
"204",2014,"051201A","051201","A","FY 2005 BRAC - A","ARMY","01","FY2005 BRAC","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account V","Unspecified Worldwide Locations","Usa-215: Rc Transformation In Nm","U","2012","AuthAmount","Base",NA,NA,54
