"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","PBtotal","PBtype"
"178",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2009,"Total",55603,NA,NA,NA
"179",2017,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2009,"Total",353028,NA,NA,NA
"180",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2009,"Total",8432078,NA,NA,NA
"181",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2009,"Total",2438057,NA,NA,NA
"182",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2009,"Total",3114713,NA,NA,NA
"183",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2009,"Total",37985,NA,NA,NA
"184",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2009,"Total",421897,NA,NA,NA
"185",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2009,"Total",583789,NA,NA,NA
"186",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2009,"Total",112870,NA,NA,NA
"187",2017,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2009,"Total",638721,NA,NA,NA
"188",2017,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2009,"Total",69057,NA,NA,NA
"189",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2009,"Total",897463,NA,NA,NA
"190",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2009,"Total",219559,NA,NA,NA
"191",2017,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2009,"Total",16,NA,NA,NA
"192",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2009,"Total",85903,NA,NA,NA
"193",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","130","Training Travel ","U",2009,"Total",72223,NA,NA,NA
"194",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2009,"Total",309311,NA,NA,NA
"195",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2009,"Total",545904,NA,NA,NA
"196",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2009,"Total",194204,NA,NA,NA
"197",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2009,"Total",35459,NA,NA,NA
"198",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2009,"Total",44131,NA,NA,NA
"199",2017,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2009,"Total",30945,NA,NA,NA
"200",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2009,"Total",129,NA,NA,NA
"201",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2009,"Total",2132,NA,NA,NA
"202",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities ","U",2009,"Total",21900,NA,NA,NA
"203",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2009,"Total",67498,NA,NA,NA
"204",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2009,"Total",1629,NA,NA,NA
"205",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits ","U",2009,"Total",335,NA,NA,NA
"206",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2009,"Total",353,NA,NA,NA
"207",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2009,"Total",5106,NA,NA,NA
"208",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2009,"Total",2297,NA,NA,NA
"209",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2009,"Total",84812,NA,NA,NA
"210",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2009,"Total",40896,NA,NA,NA
"211",2017,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","U",2009,"Total",17714,NA,NA,NA
"212",2017,"3500F","Military Personnel, Air Force","","","Less Reimbursables","","Less Reimbursables","U",2009,"Total",-364177,NA,NA,NA
"213",2017,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","01","Pay And Allowances Of Officers","300","Air Force","U",2009,"Total",359259,NA,NA,NA
"214",2017,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","02","Pay And Allowances Of Enlisted","300","Air Force","U",2009,"Total",1418705,NA,NA,NA
"215",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2009,"Total",599402,NA,NA,NA
"216",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","20","Pay Group B Training  (Backfill For Act Duty)","U",2009,"Total",88711,NA,NA,NA
"217",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2009,"Total",39890,NA,NA,NA
"218",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2009,"Total",43,NA,NA,NA
"219",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","60","Mobilization Training","U",2009,"Total",408,NA,NA,NA
"220",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","70","School Training","U",2009,"Total",116906,NA,NA,NA
"221",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","80","Special Training","U",2009,"Total",213678,NA,NA,NA
"222",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","90","Administration And Support","U",2009,"Total",313545,NA,NA,NA
"223",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","100","Education Benefits","U",2009,"Total",13627,NA,NA,NA
"224",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","120","Health Profession Scholarship","U",2009,"Total",43837,NA,NA,NA
"225",2017,"3700F","Reserve Personnel, Air Force","AF","01","Unit And Individual Training","130","Other Programs (Admin & Support)","U",2009,"Total",4041,NA,NA,NA
"226",2017,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","01","Unit & Individual Training","300","Reserve Personnel, Air Force","U",2009,"Total",223576,NA,NA,NA
"227",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2009,"Total",847771,NA,NA,NA
"228",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2009,"Total",75890,NA,NA,NA
"229",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2009,"Total",6613,NA,NA,NA
"230",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","70","School Training","U",2009,"Total",211692,NA,NA,NA
"231",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","80","Special Training","U",2009,"Total",211133,NA,NA,NA
"232",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","90","Administration And Support","U",2009,"Total",1435878,NA,NA,NA
"233",2017,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","100","Education Benefits","U",2009,"Total",70100,NA,NA,NA
"234",2017,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","01","Unit & Individual Training","300","National Guard Personnel, Air Force","U",2009,"Total",376048,NA,NA,NA
"235",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","5","Basic Pay","U",2010,"Total",NA,7422151,7422151,NA
"236",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual","U",2010,"Total",NA,2391234,2391234,NA
"237",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2010,"Total",NA,2142924,2142924,NA
"238",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence","U",2010,"Total",NA,285584,285584,NA
"239",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2010,"Total",NA,115059,115059,NA
"240",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2010,"Total",NA,486590,486590,NA
"241",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2010,"Total",NA,270776,270776,NA
"242",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2010,"Total",NA,76180,76180,NA
"243",2017,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2010,"Total",NA,561273,561273,NA
"244",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2010,"Total",NA,16053503,16053503,NA
"245",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2010,"Total",NA,5171629,5171629,NA
"246",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2010,"Total",NA,5815573,5815573,NA
"247",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2010,"Total",NA,121187,121187,NA
"248",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2010,"Total",NA,1935602,1935602,NA
"249",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2010,"Total",NA,1229312,1229312,NA
"250",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2010,"Total",NA,277917,277917,NA
"251",2017,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2010,"Total",NA,1216112,1216112,NA
"252",2017,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2010,"Total",NA,73317,73317,NA
"253",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2010,"Total",NA,1734109,1734109,NA
"254",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2010,"Total",NA,2624209,2624209,NA
"255",2017,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2010,"Total",NA,721,721,NA
"256",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2010,"Total",NA,193287,193287,NA
"257",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2010,"Total",NA,127075,127075,NA
"258",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2010,"Total",NA,481080,481080,NA
"259",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2010,"Total",NA,744840,744840,NA
"260",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2010,"Total",NA,206744,206744,NA
"261",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2010,"Total",NA,12669,12669,NA
"262",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2010,"Total",NA,12035,12035,NA
"263",2017,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2010,"Total",NA,34883,34883,NA
"264",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2010,"Total",NA,2168,2168,NA
"265",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2010,"Total",NA,17048,17048,NA
"266",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2010,"Total",NA,161588,161588,NA
"267",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2010,"Total",NA,390281,390281,NA
"268",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","195","Education Benefits ","U",2010,"Total",NA,45288,45288,NA
"269",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2010,"Total",NA,610,610,NA
"270",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2010,"Total",NA,11782,11782,NA
"271",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","212","Reserve Income Replacement Program","U",2010,"Total",NA,800,800,NA
"272",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2010,"Total",NA,326,326,NA
"273",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2010,"Total",NA,170739,170739,NA
"274",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2010,"Total",NA,143586,143586,NA
"275",2017,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","218","Junior ROTC","U",2010,"Total",NA,63721,63721,NA
"276",2017,"2010A","Military Personnel, Army","","","Less Reimbursables","","Less Reimbursables","U",2010,"Total",NA,-245251,-245251,NA
"277",2017,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","01","Pay And Allowances Of Officers","300","Military Personnel, Army","U",2010,"Total",NA,520994,520994,NA
"278",2017,"1004A","MEDICARE - Retiree Health Care Contribution , A","ARMY","02","Pay And Allowances Of Enlisted","300","Military Personnel, Army","U",2010,"Total",NA,2602626,2602626,NA
"279",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2010,"Total",NA,1374256,1374256,NA
"280",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","20","Pay Group B Training  (Backfill For Act Duty)","U",2010,"Total",NA,43770,43770,NA
"281",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2010,"Total",NA,247065,247065,NA
"282",2017,"2070A","Reserve Personnel, Army","ARMY","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2010,"Total",NA,8621,8621,NA
