"SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BudgetSubActivity","BudgetSubActivityTitle","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype","SpecialTotal","SpecialType"
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing ","U",2010,"Total",1431820,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence ","U",2010,"Total",187480,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2010,"Total",261150,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2010,"Total",310330,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","45","Allowances          ","U",2010,"Total",137497,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2010,"Total",56005,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2010,"Total",374222,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2010,"Total",8840822,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2010,"Total",2826201,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2010,"Total",3326059,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2010,"Total",42067,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2010,"Total",466034,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2010,"Total",590262,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2010,"Total",136984,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2010,"Total",676071,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2010,"Total",73661,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2010,"Total",943921,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2010,"Total",223443,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2010,"Total",33,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2010,"Total",78749,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","130","Training Travel ","U",2010,"Total",71643,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2010,"Total",279925,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2010,"Total",517332,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2010,"Total",180385,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2010,"Total",23286,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2010,"Total",41366,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2010,"Total",28773,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2010,"Total",130,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2010,"Total",3149,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","180","Death Gratuities ","U",2010,"Total",18000,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2010,"Total",83126,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","190","Survivor Benefits ","U",2010,"Total",1694,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","195","Education Benefits ","U",2010,"Total",481,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","200","Adoption Expenses ","U",2010,"Total",487,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","210","Transportation Subsidy ","U",2010,"Total",7600,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","215","Partial Dislocation Allowance ","U",2010,"Total",1955,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","216","SGLI Extra Hazard Payments","U",2010,"Total",68062,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","217","Reserve Officers Training Corps (ROTC)","U",2010,"Total",43190,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","218","Junior ROTC","U",2010,"Total",14779,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","221","Retroactive Stop Loss Payments","U",2010,"Total",15698,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","06","Other Military Personnel Costs","228","Preventive Health Allowance Demonstration Project","U",2010,"Total",0,,,,,,
2012,"3500F","Military Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2010,"Total",0,,,,,,
2012,"3500F","Military Personnel, Air Force","","","Less Reimbursables","","Less Reimbursables","U",2010,"Total",-417563,,,,,,
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","01","Pay And Allowances Of Officers","300","Air Force","U",2010,"Total",364834,,,,,,
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","02","Pay And Allowances Of Enlisted","300","Air Force","U",2010,"Total",1471377,,,,,,
2012,"1007F","MEDICARE - Retiree Health Care Contribution , AF","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2010,"Total",0,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2010,"Total",624754,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","20","Pay Group B Training  (Backfill For Act Duty)","U",2010,"Total",96209,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","30","Pay Group F Training  (Recruits)","U",2010,"Total",59092,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","40","Pay Group P Training  (Pipeline Recruits)","U",2010,"Total",57,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","60","Mobilization Training","U",2010,"Total",488,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","70","School Training","U",2010,"Total",128575,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","80","Special Training","U",2010,"Total",286107,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","90","Administration And Support","U",2010,"Total",333320,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","100","Education Benefits","U",2010,"Total",21373,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","120","Health Profession Scholarship","U",2010,"Total",45378,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","01","Reserve Component Training And Support","130","Other Programs (Admin & Support)","U",2010,"Total",3463,,,,,,
2012,"3700F","Reserve Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2010,"Total",0,,,,,,
2012,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","01","Unit & Individual Training","300","Reserve Personnel, Air Force","U",2010,"Total",225191,,,,,,
2012,"1008F","MEDICARE - Retiree Health Care Contribution , AF RES","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2010,"Total",0,,,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","10","Pay Group A Training  (15 Days & Drills 24/48)","U",2010,"Total",894060,,,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","30","Pay Group F Training  (Recruits)","U",2010,"Total",96292,,,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","40","Pay Group P Training  (Pipeline Recruits)","U",2010,"Total",7500,,,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","70","School Training","U",2010,"Total",229429,,,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","80","Special Training","U",2010,"Total",209776,,,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","90","Administration And Support","U",2010,"Total",1570049,,,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","01","Unit And Individual Training","100","Education Benefits","U",2010,"Total",38233,,,,,,
2012,"3850F","National Guard Personnel, Air Force","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2010,"Total",0,,,,,,
2012,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","01","Unit & Individual Training","300","National Guard Personnel, Air Force","U",2010,"Total",374928,,,,,,
2012,"1009F","MEDICARE - Retiree Health Care Contribution , AF GUARD","AF","20","Undistributed","CR1","Adj to Match Continuing Resolution","U",2010,"Total",0,,,,,,
2012,,,,,,,,,2010,"Total",,,,,,,
2012,"* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",,,,,,,,2010,"Total",,,,,,,
2012,"by appropriation.",,,,,,,,2010,"Total",,,,,,,
2012,"** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",,,,,,,,2010,"Total",,,,,,,
2012,"level for each appropriation.",,,,,,,,2010,"Total",,,,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","5","Basic Pay","U",2011,"Base",,,6392861,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","10","Retired Pay Accrual","U",2011,"Base",,,2088308,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","25","Basic Allowance For Housing","U",2011,"Base",,,1854718,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","30","Basic Allowance For Subsistence","U",2011,"Base",,,255925,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","35","Incentive Pays     ","U",2011,"Base",,,97698,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","40","Special Pays       ","U",2011,"Base",,,300939,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","45","Allowances          ","U",2011,"Base",,,198601,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","50","Separation Pay      ","U",2011,"Base",,,61798,,,,
2012,"2010A","Military Personnel, Army","ARMY","01","Pay And Allowances Of Officers","55","Social Security Tax  ","U",2011,"Base",,,487469,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","60","Basic Pay ","U",2011,"Base",,,13682488,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","65","Retired Pay Accrual ","U",2011,"Base",,,4470859,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","80","Basic Allowance For Housing ","U",2011,"Base",,,4395850,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","85","Incentive Pays     ","U",2011,"Base",,,102851,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","90","Special Pays       ","U",2011,"Base",,,1269047,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","95","Allowances         ","U",2011,"Base",,,806471,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","100","Separation Pay     ","U",2011,"Base",,,255127,,,,
2012,"2010A","Military Personnel, Army","ARMY","02","Pay And Allowances Of Enlisted","105","Social Security Tax   ","U",2011,"Base",,,1046710,,,,
2012,"2010A","Military Personnel, Army","ARMY","03","Pay And Allowances Of Cadets/Midshipmen","110","Academy Cadets ","U",2011,"Base",,,74773,,,,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","115","Basic Allowance For Subsistence ","U",2011,"Base",,,1313309,,,,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","120","Subsistence-In-Kind ","U",2011,"Base",,,817691,,,,
2012,"2010A","Military Personnel, Army","ARMY","04","Subsistence Of Enlisted Personnel","121","Family Subsistence Supplemental Allowance ","U",2011,"Base",,,748,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","125","Accession Travel ","U",2011,"Base",,,202699,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","130","Training Travel ","U",2011,"Base",,,142749,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","135","Operational Travel  ","U",2011,"Base",,,494937,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","140","Rotational Travel  ","U",2011,"Base",,,674831,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","145","Separation Travel ","U",2011,"Base",,,198439,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","150","Travel Of Organized Units ","U",2011,"Base",,,12137,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","155","Non-Temporary Storage ","U",2011,"Base",,,12639,,,,
2012,"2010A","Military Personnel, Army","ARMY","05","Permanent Change Of Station Travel","160","Temporary Lodging Expense ","U",2011,"Base",,,38931,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","170","Apprehension Of Military Deserters ","U",2011,"Base",,,2233,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","175","Interest On Uniformed Services Savings ","U",2011,"Base",,,648,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","180","Death Gratuities ","U",2011,"Base",,,45500,,,,
2012,"2010A","Military Personnel, Army","ARMY","06","Other Military Personnel Costs","185","Unemployment Benefits ","U",2011,"Base",,,188778,,,,
